"","sp.","site","quadrat","tag","x","y","height0","height1","pesticide","exclosure","growth.form","growth.habit","dispersal.mode","mycor.type","shade.tolerance","leaf.lifespan","surv0","surv1","census","quad.unique","plot","quad.sp","A.sum","A.con","A.het","quad.census","quad.census.sp","sum.dens","con.dens","S.con","S.het","lg_A.con","lg_A.het","lg_A.sum","lg_S.con","lg_S.het","lg_height0"
"4867","TIAM",2,202,2008,0.55,0.7,5,5.5,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_202","2_0","2_0_202_TIAM",4540.61345479177,1395.9367944845,3144.67666030726,"2_0_202_16fa","2_0_202_16fa_TIAM",11,5,4,6,0.61243431741226,-1.40077022780757,-1.2634385507888,-0.1643495895796,-0.691982355343899,0.147699762481336
"4868","TIAM",1,107,7021,0.02,0.9,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_107","1_1","1_1_107_TIAM",4885.18552816548,1118.61276608072,3766.57276208476,"1_1_107_16fa","1_1_107_16fa_TIAM",22,7,6,15,0.522365641502648,-0.729133626925044,-0.831305024012777,0.22804613679264,0.475880118041563,-0.332358117077464
"4873","TIAM",2,503,3047,0.85,0.43,5,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_503","2_0","2_0_503_TIAM",5201.00011765828,1937.89257903222,3263.10753862606,"2_0_503_16fa","2_0_503_16fa_TIAM",36,17,16,19,0.745863221083487,-1.26317501351768,-0.461213012467735,1.26282388015442,0.791118698320669,0.147699762481336
"4874","TIAM",2,408,8035,0.8,0.72,5,5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_408","2_0","2_0_408_TIAM",6764.60640946675,855.11847039757,5909.48793906918,"2_0_408_16fa","2_0_408_16fa_TIAM",22,7,6,15,0.413155576693551,0.947194715146387,1.09169477034001,0.22804613679264,0.475880118041563,0.147699762481336
"4875","TIAM",3,303,3008,0.53,0.15,4,4.5,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_303","3_1","3_1_303_TIAM",6020.838285897,2207.04757802582,3813.79070787118,"3_1_303_16fa","3_1_303_16fa_TIAM",10,3,2,7,0.798769844488044,-0.682765508442599,0.403557894170748,-0.760077170850629,-0.503340351639417,-0.332358117077464
"4876","TIAM",1,302,2014,0.82,0.67,2,2.5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_302","1_1","1_1_302_TIAM",5318.39692506647,1761.62558407973,3556.77134098673,"1_1_302_16fa","1_1_302_16fa_TIAM",17,11,10,6,0.70707104600468,-0.942445307135564,-0.329343026687655,0.755153611458568,-0.691982355343899,-1.82355409277124
"4877","TIAM",1,302,2015,0.83,0.69,3,3.5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_302","1_1","1_1_302_TIAM",5318.39692506647,1761.62558407973,3556.77134098673,"1_1_302_16fa","1_1_302_16fa_TIAM",17,11,10,6,0.70707104600468,-0.942445307135564,-0.329343026687655,0.755153611458568,-0.691982355343899,-0.951260365764085
"4878","TIAM",2,302,2036,0.28,0.56,5,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_302","2_1","2_1_302_TIAM",7217.92801658035,1615.79349934236,5602.13451723799,"2_1_302_16fa","2_1_302_16fa_TIAM",35,13,12,22,0.671922671918874,0.748401507711525,1.47490336633081,0.949972980667469,0.988562702558803,0.147699762481336
"4880","TIAM",2,105,5017,0.21,0.13,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_105","2_1","2_1_105_TIAM",5890.4930558338,1864.8373026849,4025.6557531489,"2_1_105_16fa","2_1_105_16fa_TIAM",26,12,11,14,0.73023154484384,-0.481543038429444,0.274253089429285,0.85662674582279,0.38470548334162,-0.332358117077464
"4881","TIAM",2,105,5018,0.21,0.13,4,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_105","2_1","2_1_105_TIAM",5890.4930558338,1864.8373026849,4025.6557531489,"2_1_105_16fa","2_1_105_16fa_TIAM",26,12,11,14,0.73023154484384,-0.481543038429444,0.274253089429285,0.85662674582279,0.38470548334162,-0.332358117077464
"4882","TIAM",3,103,3012,0.17,0.12,4,4,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_103","3_1","3_1_103_TIAM",6235.84398134259,2837.86937653413,3397.97460480846,"3_1_103_16fa","3_1_103_16fa_TIAM",15,5,4,10,0.901047802355902,-1.11243891372213,0.610850627747786,-0.1643495895796,-0.0534555062511097,-0.332358117077464
"4883","TIAM",2,503,3057,0.13,0.9,2,0,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_503","2_0","2_0_503_TIAM",5201.00011765828,1937.89257903222,3263.10753862606,"2_0_503_16fa","2_0_503_16fa_TIAM",36,17,16,19,0.745863221083487,-1.26317501351768,-0.461213012467735,1.26282388015442,0.791118698320669,-1.82355409277124
"4884","TIAM",2,105,5021,0.53,0.34,5,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_105","2_1","2_1_105_TIAM",5890.4930558338,1864.8373026849,4025.6557531489,"2_1_105_16fa","2_1_105_16fa_TIAM",26,12,11,14,0.73023154484384,-0.481543038429444,0.274253089429285,0.85662674582279,0.38470548334162,0.147699762481336
"4885","TIAM",1,108,8010,0.37,0.07,4,5,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_108","1_1","1_1_108_TIAM",5021.94681689253,1009.60383322298,4012.34298366955,"1_1_108_16fa","1_1_108_16fa_TIAM",16,7,6,9,0.480674647105788,-0.49387174944404,-0.668185743222753,0.22804613679264,-0.188101771360311,-0.332358117077464
"4888","TIAM",2,107,7016,0.75,0.58,6,7.5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_107","2_0","2_0_107_TIAM",5463.43624478326,1053.95275833658,4409.48348644668,"2_0_107_16fa","2_0_107_16fa_TIAM",25,8,7,17,0.49815447532524,-0.142588926694009,-0.170385229858597,0.383771162811304,0.642274157764445,0.539935609929693
"4889","TIAM",3,204,4012,0.1,0.77,4,4,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_204","3_1","3_1_204_TIAM",5026.11165793049,1995.54825824178,3030.56339968871,"3_1_204_16fa","3_1_204_16fa_TIAM",11,5,4,6,0.757789478824123,-1.53834173918095,-0.663288194214861,-0.1643495895796,-0.691982355343899,-0.332358117077464
"4890","TIAM",3,204,4013,0.3,0.67,4,3,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_204","3_1","3_1_204_TIAM",5026.11165793049,1995.54825824178,3030.56339968871,"3_1_204_16fa","3_1_204_16fa_TIAM",11,5,4,6,0.757789478824123,-1.53834173918095,-0.663288194214861,-0.1643495895796,-0.691982355343899,-0.332358117077464
"4892","TIAM",3,201,1020,0.82,0.7,4,5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_201","3_0","3_0_201_TIAM",6468.37194250681,1193.23070094386,5275.14124156295,"3_0_201_16fa","3_0_201_16fa_TIAM",26,12,11,14,0.548625010128374,0.524557042940512,0.827141559169036,0.85662674582279,0.38470548334162,-0.332358117077464
"4893","TIAM",2,105,5030,0.3,0.3,2,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_1_105","2_1","2_1_105_TIAM",5890.4930558338,1864.8373026849,4025.6557531489,"2_1_105_16fa","2_1_105_16fa_TIAM",26,12,11,14,0.73023154484384,-0.481543038429444,0.274253089429285,0.85662674582279,0.38470548334162,-1.82355409277124
"4894","TIAM",3,105,5007,0.2,0.35,5,6,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_105","3_1","3_1_105_TIAM",5572.62204845765,2112.7837953149,3459.83825314275,"3_1_105_16fa","3_1_105_16fa_TIAM",12,5,4,7,0.781012814032277,-1.04528698712125,-0.0534813703937564,-0.1643495895796,-0.503340351639417,0.147699762481336
"4896","TIAM",2,506,6018,0.62,0.08,4,3,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_506","2_0","2_0_506_TIAM",5588.27540425931,1208.17336354522,4380.10204071409,"2_0_506_16fa","2_0_506_16fa_TIAM",22,4,3,18,0.553685950339892,-0.16747195194717,-0.0369095158319722,-0.424580795525405,0.718655814202628,-0.332358117077464
"4897","TIAM",3,105,5010,0.81,0.62,3,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_105","3_1","3_1_105_TIAM",5572.62204845765,2112.7837953149,3459.83825314275,"3_1_105_16fa","3_1_105_16fa_TIAM",12,5,4,7,0.781012814032277,-1.04528698712125,-0.0534813703937564,-0.1643495895796,-0.503340351639417,-0.951260365764085
"4898","TIAM",3,506,6022,0.15,0.85,4,5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_506","3_0","3_0_506_TIAM",5230.36589454368,1345.99675414919,3884.3691403945,"3_0_506_16fa","3_0_506_16fa_TIAM",26,11,10,15,0.597617747639527,-0.614516860772706,-0.427949818572658,0.755153611458568,0.475880118041563,-0.332358117077464
"4899","TIAM",3,105,5012,0.8,0.95,5,6,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_105","3_1","3_1_105_TIAM",5572.62204845765,2112.7837953149,3459.83825314275,"3_1_105_16fa","3_1_105_16fa_TIAM",12,5,4,7,0.781012814032277,-1.04528698712125,-0.0534813703937564,-0.1643495895796,-0.503340351639417,0.147699762481336
"4900","TIAM",1,310,10018,0.6,0.6,4,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_310","1_1","1_1_310_TIAM",5219.3498077758,700.491633474932,4518.85817430086,"1_1_310_16fa","1_1_310_16fa_TIAM",15,6,5,9,0.332081259385593,-0.0513952870796987,-0.440406017148776,0.0482747874860802,-0.188101771360311,-0.332358117077464
"4902","TIAM",3,406,6023,0.04,0.5,2,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_1_406","3_1","3_1_406_TIAM",6793.75781159185,1129.17969546007,5664.57811613177,"3_1_406_16fa","3_1_406_16fa_TIAM",18,3,2,15,0.526188902557913,0.789657966900079,1.11709954286625,-0.760077170850629,0.475880118041563,-1.82355409277124
"4911","TIAM",2,302,2029,0.95,0.92,3,2,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_302","2_1","2_1_302_TIAM",7217.92801658035,1615.79349934236,5602.13451723799,"2_1_302_16fa","2_1_302_16fa_TIAM",35,13,12,22,0.671922671918874,0.748401507711525,1.47490336633081,0.949972980667469,0.988562702558803,-0.951260365764085
"4914","TIAM",3,408,8004,0.5,0.2,6,6.5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_408","3_1","3_1_408_TIAM",6126.33935430882,1648.72219105871,4477.61716325011,"3_1_408_16fa","3_1_408_16fa_TIAM",4,2,1,2,0.680128621625453,-0.0855190369244784,0.506183299376923,-1.23293275386211,-1.88897403629944,0.539935609929693
"4915","TIAM",3,106,6005,0.17,0.43,4,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_1_106","3_1","3_1_106_TIAM",5764.61260074667,1834.19763233169,3930.41496841498,"3_1_106_16fa","3_1_106_16fa_TIAM",15,7,6,8,0.72349254823856,-0.570656204489184,0.146632288328982,0.22804613679264,-0.336946311916534,-0.332358117077464
"4916","TIAM",3,106,6006,0.04,0.58,5,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_1_106","3_1","3_1_106_TIAM",5764.61260074667,1834.19763233169,3930.41496841498,"3_1_106_16fa","3_1_106_16fa_TIAM",15,7,6,8,0.72349254823856,-0.570656204489184,0.146632288328982,0.22804613679264,-0.336946311916534,0.147699762481336
"4917","TIAM",3,505,5014,0.2,0.35,4,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_1_505","3_1","3_1_505_TIAM",5692.37401597522,1210.97706448089,4481.39695149433,"3_1_505_16fa","3_1_505_16fa_TIAM",13,4,3,9,0.554628565714388,-0.0823784987824648,0.0721304364643225,-0.424580795525405,-0.188101771360311,-0.332358117077464
"4919","TIAM",2,407,7008,0.4,0.53,5,4,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_407","2_1","2_1_407_TIAM",5188.29304353011,1663.64306907296,3524.64997445715,"2_1_407_16fa","2_1_407_16fa_TIAM",12,3,2,9,0.683793177578837,-0.976210820354952,-0.475664823297603,-0.760077170850629,-0.188101771360311,0.147699762481336
"4920","TIAM",2,302,2038,0.26,0.46,4,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_302","2_1","2_1_302_TIAM",7217.92801658035,1615.79349934236,5602.13451723799,"2_1_302_16fa","2_1_302_16fa_TIAM",35,13,12,22,0.671922671918874,0.748401507711525,1.47490336633081,0.949972980667469,0.988562702558803,-0.332358117077464
"4921","TIAM",3,106,6011,0.3,0.43,3,0,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_1_106","3_1","3_1_106_TIAM",5764.61260074667,1834.19763233169,3930.41496841498,"3_1_106_16fa","3_1_106_16fa_TIAM",15,7,6,8,0.72349254823856,-0.570656204489184,0.146632288328982,0.22804613679264,-0.336946311916534,-0.951260365764085
"4925","TIAM",3,106,6015,0.55,0.9,4,5,"I",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_106","3_1","3_1_106_TIAM",5764.61260074667,1834.19763233169,3930.41496841498,"3_1_106_16fa","3_1_106_16fa_TIAM",15,7,6,8,0.72349254823856,-0.570656204489184,0.146632288328982,0.22804613679264,-0.336946311916534,-0.332358117077464
"4926","TIAM",2,504,4042,0.75,0.7,4,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_1_504","2_1","2_1_504_TIAM",5984.75297030223,1469.41212345903,4515.3408468432,"2_1_504_16fa","2_1_504_16fa_TIAM",18,6,5,12,0.633297496748564,-0.0542934311296739,0.368042981437453,0.0482747874860802,0.182544558141916,-0.332358117077464
"4928","TIAM",1,402,2017,0.48,0.88,3,3,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_402","1_1","1_1_402_TIAM",5489.10016722108,2004.5395894356,3484.56057778548,"1_1_402_16fa","1_1_402_16fa_TIAM",18,15,14,3,0.759618263273345,-1.01878653509306,-0.142698503232538,1.1168579517686,-1.4825608213204,-0.951260365764085
"4929","TIAM",2,407,7028,0.47,0.09,3,3.5,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_407","2_0","2_0_407_TIAM",5655.213553589,1243.21833708486,4411.99521650414,"2_0_407_16fa","2_0_407_16fa_TIAM",26,12,11,14,0.565314158480333,-0.140469451285849,0.0334366163616614,0.85662674582279,0.38470548334162,-0.951260365764085
"4930","TIAM",3,408,8006,0.55,0.7,5,4,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_408","3_0","3_0_408_TIAM",6300.61149550191,1000.43615200222,5300.1753434997,"3_0_408_16fa","3_0_408_16fa_TIAM",13,7,6,6,0.476965702786394,0.542178274065124,0.671895448018921,0.22804613679264,-0.691982355343899,0.147699762481336
"4932","TIAM",3,209,9014,0.63,0.32,3,5,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_209","3_1","3_1_209_TIAM",6427.60440760566,1550.88901393845,4876.71539366721,"3_1_209_16fa","3_1_209_16fa_TIAM",22,11,10,11,0.655247084410786,0.23226165922199,0.789788673397744,0.755153611458568,0.0694669030625142,-0.951260365764085
"4933","TIAM",1,209,9012,0.88,0.37,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_1_209","1_1","1_1_209_TIAM",5065.25403396935,907.384313592411,4157.86972037694,"1_1_209_16fa","1_1_209_16fa_TIAM",14,8,7,6,0.437273898636916,-0.361269112713804,-0.617456922536683,0.383771162811304,-0.691982355343899,-0.332358117077464
"4935","TIAM",1,408,8015,0.76,0.41,4,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_408","1_1","1_1_408_TIAM",5636.46960767926,1188.52615499862,4447.94345268064,"1_1_408_16fa","1_1_408_16fa_TIAM",19,9,8,10,0.547018510110662,-0.110266731645301,0.0138226589935225,0.521130370497566,-0.0534555062511097,-0.332358117077464
"4937","TIAM",3,510,10003,0.55,0.7,5,6,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_510","3_0","3_0_510_TIAM",5655.07336892755,2046.02815482756,3609.04521409999,"3_0_510_16fa","3_0_510_16fa_TIAM",8,4,3,4,0.76795196052779,-0.888142348208209,0.0332901663656758,-0.424580795525405,-1.16732224104129,0.147699762481336
"4938","TIAM",3,506,6008,1,0.7,4,4,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_506","3_1","3_1_506_TIAM",6586.57278507477,1092.32851182369,5494.24427325108,"3_1_506_16fa","3_1_506_16fa_TIAM",10,2,1,8,0.512696885390732,0.676022706583586,0.934125820392927,-1.23293275386211,-0.336946311916534,-0.332358117077464
"4940","TIAM",3,107,7012,0.5,0.76,4,4,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_1_107","3_1","3_1_107_TIAM",5620.63861660443,1198.22155162062,4422.41706498381,"3_1_107_16fa","3_1_107_16fa_TIAM",17,8,7,9,0.550322373590777,-0.131688044599899,-0.0027940126629406,0.383771162811304,-0.188101771360311,-0.332358117077464
"4941","TIAM",2,304,4014,0,0.94,3,0,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_304","2_0","2_0_304_TIAM",5105.17321762053,1435.20324734488,3669.96997027566,"2_0_304_16fa","2_0_304_16fa_TIAM",13,9,8,4,0.623716830626435,-0.825836600280693,-0.571079439710228,0.521130370497566,-1.16732224104129,-0.951260365764085
"4942","TIAM",3,504,4009,0.53,0.52,3.5,4,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_504","3_0","3_0_504_TIAM",4424.55538922026,1272.82696889418,3151.72842032608,"3_0_504_16fa","3_0_504_16fa_TIAM",11,8,7,3,0.574886082183258,-1.39243338059179,-1.41640761356466,0.383771162811304,-1.4825608213204,-0.619629682042379
"4943","TIAM",3,510,10006,0.65,0.55,4,0,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","3_0_510","3_0","3_0_510_TIAM",5655.07336892755,2046.02815482756,3609.04521409999,"3_0_510_16fa","3_0_510_16fa_TIAM",8,4,3,4,0.76795196052779,-0.888142348208209,0.0332901663656758,-0.424580795525405,-1.16732224104129,-0.332358117077464
"4944","TIAM",2,405,5014,0.5,0,3,0,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","2_0_405","2_0","2_0_405_TIAM",5243.16110251837,1494.00053478185,3749.16056773653,"2_0_405_16fa","2_0_405_16fa_TIAM",40,20,19,20,0.640047122568138,-0.746379282891124,-0.413514808267874,1.45235432709382,0.860045369039012,-0.951260365764085
"4945","TIAM",3,309,9009,0.11,0.03,4,4,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_309","3_0","3_0_309_TIAM",4636.66798806777,1460.79587556333,3175.87211250445,"3_0_309_16fa","3_0_309_16fa_TIAM",16,5,4,11,0.630905563404828,-1.36403042488919,-1.13976348089545,-0.1643495895796,0.0694669030625142,-0.332358117077464
"4946","TIAM",2,302,2019,0.14,0.5,5,5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_302","2_0","2_0_302_TIAM",4486.11724648914,1559.34433528365,2926.77291120549,"2_0_302_16fa","2_0_302_16fa_TIAM",21,5,4,16,0.657458566598629,-1.66804359267898,-1.33477369867993,-0.1643495895796,0.561525522530353,0.147699762481336
"4947","TIAM",3,402,2012,0.1,0.2,4,3,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_402","3_0","3_0_402_TIAM",4592.9259653289,793.607833120891,3799.31813220801,"3_0_402_16fa","3_0_402_16fa_TIAM",12,7,6,5,0.382809629646995,-0.696916312277494,-1.19576270476533,0.22804613679264,-0.909753566618466,-0.332358117077464
"4948","TIAM",3,309,9010,0.56,0.73,4,3.5,"W",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_309","3_0","3_0_309_TIAM",4636.66798806777,1460.79587556333,3175.87211250445,"3_0_309_16fa","3_0_309_16fa_TIAM",16,5,4,11,0.630905563404828,-1.36403042488919,-1.13976348089545,-0.1643495895796,0.0694669030625142,-0.332358117077464
"4952","TIAM",1,408,8010,0.73,0.2,6,5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","1_0_408","1_0","1_0_408_TIAM",6045.36181490744,2388.26796153109,3657.09385337635,"1_0_408_16fa","1_0_408_16fa_TIAM",15,10,9,5,0.830873333675076,-0.838917938688685,0.427572503768712,0.64400236875711,-0.909753566618466,0.539935609929693
"4953","TIAM",2,509,9027,0.04,0.63,5,8.5,"I",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_0_509","2_0","2_0_509_TIAM",6110.90994135405,849.155753287483,5261.75418806656,"2_0_509_16fa","2_0_509_16fa_TIAM",21,10,9,11,0.410310974405125,0.515099695159612,0.491285287551054,0.64400236875711,0.0694669030625142,0.147699762481336
"4954","TIAM",2,510,10025,0.2,0.31,5,5,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","2_1_510","2_1","2_1_510_TIAM",5238.05499299751,1060.98069833373,4177.07429466378,"2_1_510_16fa","2_1_510_16fa_TIAM",20,9,8,11,0.500856857984595,-0.344117713195243,-0.41927107585366,0.521130370497566,0.0694669030625142,0.147699762481336
"4955","TIAM",1,405,5020,0.16,0.92,3,0,"W",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_405","1_1","1_1_405_TIAM",5637.64603380735,1904.41217904267,3733.23385476468,"1_1_405_16fa","1_1_405_16fa_TIAM",20,4,3,16,0.738773841651859,-0.762223945979435,0.0150556067288653,-0.424580795525405,0.561525522530353,-0.951260365764085
"4958","TIAM",3,201,1003,0.5,0.17,5,5,"F",0,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,1,"16fa","3_0_201","3_0","3_0_201_TIAM",6468.37194250681,1193.23070094386,5275.14124156295,"3_0_201_16fa","3_0_201_16fa_TIAM",26,12,11,14,0.548625010128374,0.524557042940512,0.827141559169036,0.85662674582279,0.38470548334162,0.147699762481336
"4959","TIAM",1,504,4014,0.14,0.53,2,0,"F",1,"tree","canopy","gravity","EM","shade_tolerant","deciduous",1,0,"16fa","1_1_504","1_1","1_1_504_TIAM",5731.58252468845,2119.35523888656,3612.22728580189,"1_1_504_16fa","1_1_504_16fa_TIAM",33,19,18,14,0.782276154560927,-0.88486220312575,0.112683902323635,1.39253581216569,0.38470548334162,-1.82355409277124
